RESPID;interview_end;gender;age;age_coded;DK_region;Agenda;b1 - Hvilket problem mener du er det vigtigste, som Danmark står overfor lige nu?;b2a - Hvilken regering er bedst til at sikre en fornuftig flygtninge/indvandrerpolitik?;b2b - Hvilken regering er bedst til at varetage økonomien, eksempelvis vækst og arbejdspladser?;b2c - Hvilken regering er bedst til at levere velfærden, eksempelvis sundhed, uddannelse og ældrepleje?;bg5 - Hvilket parti stemte du på, ved Folketingsvalget den 15. september 2011?;bg6 - Hvilket parti ville du stemme på, hvis der var Folketingsvalg i morgen?;bg7 - Hvilket parti hælder du mest til at stemme på?;bg8 - Hvad er din højest afsluttede uddannelse?;bg9 - Hvor mange børn under 18 år er der din husstand?;bg10 - Hvad er husstandens samlede årlige bruttoindkomst?;PI_idag_prob - Stemme i morgen (bg6+bg7);Weight;redprediction;blueprediction;swingprediction;latedecprediction
997;20150314;Kvinde;37;30-39 år;Midtjylland;1300;velfærdsturisme;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Anden uddannelse;Ingen;600.000-699.999 kr.;Dansk Folkeparti;1,2137425938;0.417201890679416;0.319369413161585;0.252028029974358;0.40904844839297
1000;20150313;Mand;69;60-69 år;Hovedstaden;900;Flygtninge og Islamister og en udulig regering;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,7460877918;0.448760924730939;0.267410024961362;0.252023749666354;0.301316632897547
1005;20150314;Mand;52;50-59 år;Hovedstaden;.;Ved ikke;Socialdemokratisk ledet regering;Ved ikke;Ved ikke;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;2 børn;Vil ikke oplyse;Socialdemokraterne;1,3931904361;0.334504190902008;0.381912387055013;0.251977417367833;0.278506436557982
1015;20150313;Mand;48;40-49 år;Syddanmark;900;Udlænding og integration;Venstre ledet regering;Ved ikke;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;Ved ikke;(O) Dansk Folkeparti;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;500.000-599.999 kr.;Dansk Folkeparti;0,7208336002;0.345001377531681;0.401420788188182;0.251915225832557;0.459797873059486
1016;20150313;Mand;48;40-49 år;Sjælland;900;uintergrerede invandere og islamister;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;500.000-599.999 kr.;Dansk Folkeparti;0,9866676016;0.345001377531681;0.401420788188182;0.251915225832557;0.314781297807072
1020;20150313;Mand;55;50-59 år;Sjælland;900;flygtninge/indvandrere;Ved ikke;Venstre ledet regering;Venstre ledet regering;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Grundskole;Ingen;300.000-399.999 kr.;Dansk Folkeparti;1,3326684083;0.436428441377275;0.297855059346928;0.25187462176393;0.591461792000282
1021;20150313;Kvinde;47;40-49 år;Hovedstaden;1300;At kunne opretholde velfærden;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;Socialdemokraterne;1,2465543624;0.456466201810604;0.297489350783994;0.251744369521472;0.383430561703788
1028;20150313;Kvinde;47;40-49 år;Hovedstaden;100;økonomien;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;Socialdemokraterne;1,2465543624;0.456466201810604;0.297489350783994;0.251744369521472;0.342429769475606
1033;20150316;Mand;67;60-69 år;Syddanmark;2400;respkt for hinanden;Ved ikke;Venstre ledet regering;Ved ikke;(V) Venstre;(O) Dansk Folkeparti;;Grundskole;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,5639480305;0.477089615860431;0.248592945232001;0.251739717721025;0.428030375793323
1034;20150316;Mand;67;60-69 år;Nordjylland;103;arbejdsløshed indvandring kriminalitet af inv bander jihadister muslimer;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;200.000-299.999 kr.;Socialdemokraterne;0,6880673531;0.477089615860431;0.248592945232001;0.251739717721025;0.220218543705676
1036;20150313;Mand;67;60-69 år;Midtjylland;900;Flytninger;Ved ikke;Venstre ledet regering;Socialdemokratisk ledet regering;Husker ikke;(V) Venstre;;Grundskole;Ingen;200.000-299.999 kr.;Venstre;0,9369763345;0.477089615860431;0.248592945232001;0.251739717721025;0.437835467926647
1041;20150316;Kvinde;30;30-39 år;Midtjylland;337;"Stressramte danskere er Danmarks største problem. For mange får konstateret stress, men der arbejdes ikke aktivt for at forebygge problemet. I stedet udskrives ""bare"" medicin.";Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(C) Konservative Folkeparti;;Mellemlang videregående 3-4 år;Ingen;400.000-499.999 kr.;Konservative Folkeparti;1,1731879963;0.503271720493785;0.223438091593211;0.251598964983101;0.44166029240127
1044;20150313;Mand;56;50-59 år;Syddanmark;505;Social dumping.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Grundskole;Ingen;300.000-399.999 kr.;Enhedslisten;1,0908877163;0.432630696309669;0.302251806235381;0.250265135273689;0.273352526245588
1066;20150314;Mand;53;50-59 år;Sjælland;2099;"At det skal være alt for ""belæst"" så man har helt glemt at være praktisk!";Ved ikke;Ved ikke;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;1 barn;Ved ikke;Socialdemokraterne;1,4414370841;0.333283433067508;0.385260502969115;0.249948222041671;0.344348002763682
1069;20150313;Mand;49;40-49 år;Syddanmark;103;arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;500.000-599.999 kr.;Socialdemokraterne;0,7796660771;0.346766306081837;0.402653312712258;0.249328155889349;0.637111233397225
1076;20150313;Kvinde;48;40-49 år;Syddanmark;1227;Terrorisme;Venstre ledet regering;Ved ikke;Venstre ledet regering;(O) Dansk Folkeparti;Ved ikke;(O) Dansk Folkeparti;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;600.000-699.999 kr.;Dansk Folkeparti;0,8711385120;0.459227249980016;0.29808920646369;0.249019111377042;0.281809176133159
1079;20150313;Mand;53;50-59 år;Midtjylland;505;Angrebet på den danske model.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;Socialdemokraterne;0,9040950292;0.35730138278882;0.393333602943074;0.248832546344311;0.225805812584792
1082;20150316;Mand;54;50-59 år;Syddanmark;.;Ved ikke;Ved ikke;Ved ikke;Ved ikke;(A) Socialdemokraterne;Ved ikke;Ved ikke;Grundskole;Ingen;Ved ikke;;1,0371046559;0.33132841395953;0.38915621130591;0.248068901970848;0.296929489129903
1083;20150313;Mand;33;30-39 år;Midtjylland;.;Svært spørgsmål. Måske finder vi ud af om 25-50 at miljøet på verdensplan sejler fuldstændigt og derved er det også det vigtigste problem for DK. Generelt mener jeg at vi har alt for mange landbrugsdyr(især grise) i fht. landets størrelse og derved også alt for meget udledning i vand og åer mv.;Ved ikke;Venstre ledet regering;Ved ikke;Andre partier;Ved ikke;Kandidat uden for partierne;Mellemlang videregående 3-4 år;1 barn;400.000-499.999 kr.;Øvrige;0,7784482289;0.444359031210591;0.274749007729839;0.24805754602471;0.305390206872246
1088;20150316;Mand;53;50-59 år;Nordjylland;900;Udlænger;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Anden uddannelse;Ingen;700.000-799.999 kr.;Dansk Folkeparti;0,7685886523;0.340042661701449;0.413949104332256;0.247313666907588;0.38066901999282
1096;20150315;Mand;41;40-49 år;Nordjylland;2099;for mange partiger;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(F) Socialistisk Folkeparti - SF;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;300.000-399.999 kr.;Venstre;1,2337991553;0.373307212812946;0.368793022729657;0.246718735167843;0.428935024184633
1098;20150316;Kvinde;49;40-49 år;Syddanmark;900;flygtninge;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;Ved ikke;Vil ikke svare;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;;0,9279482114;0.461165104123883;0.299163028977976;0.246451985080676;0.546846344297829
1099;20150313;Mand;75;70++ år;Nordjylland;1227;terror;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;300.000-399.999 kr.;Socialdemokraterne;1,1993394146;0.232178550063213;0.497561503188013;0.246332386537284;0.40118696064375
1125;20150316;Kvinde;46;40-49 år;Hovedstaden;900;udlændinge integration;Venstre ledet regering;Venstre ledet regering;Ved ikke;(V) Venstre;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;500.000-599.999 kr.;Dansk Folkeparti;1,1524906695;0.440968778356815;0.314772110199394;0.246184754047418;0.604169646223569
1127;20150313;Kvinde;37;30-39 år;Nordjylland;1600;At vi blander os i krige som ikke kommer os ved og for mange invandrer Berger landet.;Venstre ledet regering;Ved ikke;Socialdemokratisk ledet regering;Stemte ikke;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;Vil ikke oplyse;Dansk Folkeparti;1,4009223925;0.330763400704173;0.396130089435087;0.245490861902831;0.468987053713621
1135;20150313;Kvinde;37;30-39 år;Hovedstaden;900;Udlændinge.;Venstre ledet regering;Venstre ledet regering;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;Vil ikke oplyse;Dansk Folkeparti;1,6430349968;0.330763400704173;0.396130089435087;0.245490861902831;0.485595549553648
1137;20150316;Kvinde;40;40-49 år;Midtjylland;.;Det ved jeg ikke;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(O) Dansk Folkeparti;;Kort videregående 1-2 år;2 børn;700.000-799.999 kr.;Dansk Folkeparti;0,3663957325;0.397067007506903;0.352638123886379;0.245273864117535;0.426194186879921
1142;20150315;Mand;32;30-39 år;Syddanmark;505;Social dumping;Ved ikke;Ved ikke;Ved ikke;(F) Socialistisk Folkeparti - SF;(Ø) Enhedslisten;;Anden uddannelse;Ingen;Ved ikke;Enhedslisten;1,0277096729;0.219007783917349;0.523182326890918;0.244895321981013;0.406942264637432
1146;20150313;Mand;73;70++ år;Midtjylland;507;Forskellen mellem kontanthjælp og mindsteløn.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Grundskole;Ingen;300.000-399.999 kr.;Liberal Alliance (tidligere Ny Alliance);1,6165407937;0.260724001518821;0.466256012382302;0.244397830327822;0.211053327853818
1147;20150313;Mand;73;70++ år;Syddanmark;900;flygtninge indvandrere;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;300.000-399.999 kr.;Socialdemokraterne;1,0632220227;0.260724001518821;0.466256012382302;0.244397830327822;0.334390976098982
1153;20150313;Kvinde;50;50-59 år;Midtjylland;.;Ved ikke;Ved ikke;Ved ikke;Ved ikke;(V) Venstre;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;Dansk Folkeparti;1,0101645575;0.462278153102974;0.300713738942978;0.244040153702089;0.65452369552635
1159;20150313;Kvinde;50;50-59 år;Midtjylland;1227;Terror;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(Ø) Enhedslisten;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;Enhedslisten;1,1318423291;0.462278153102974;0.300713738942978;0.244040153702089;0.608314507658142
1160;20150314;Kvinde;74;70++ år;Hovedstaden;.;ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;200.000-299.999 kr.;Socialdemokraterne;1,6999142330;0.470202946755495;0.250238928424204;0.243890358889908;0.497023839307692
1163;20150315;Kvinde;24;18-29 år;Syddanmark;103;Arbejdsløshed;Ved ikke;Venstre ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(B) Radikale Venstre;;Gymnasie, HF eller lignende;Ingen;300.000-399.999 kr.;Radikale Venstre;2,6825515729;0.400053705380271;0.327279430780856;0.243708169679033;0.604169646223569
1165;20150313;Mand;56;50-59 år;Hovedstaden;103;arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;Venstre;1,5324452240;0.348986486913974;0.406780508174295;0.243651677673117;0.310199103041653
1167;20150316;Mand;72;70++ år;Sjælland;900;Flygtninge;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;300.000-399.999 kr.;Dansk Folkeparti;1,3455078479;0.274826334391781;0.451525816327614;0.243640304962124;0.371020482967306
1176;20150313;Kvinde;29;18-29 år;Hovedstaden;201;Muslimer;Venstre ledet regering;Ved ikke;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;2 børn;700.000-799.999 kr.;Dansk Folkeparti;1,0027584200;0.412769892739177;0.303691508603228;0.243480011124748;0.367564140392964
1182;20150314;Mand;26;18-29 år;Midtjylland;103;Arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;Ved ikke;(V) Venstre;Gymnasie, HF eller lignende;1 barn;300.000-399.999 kr.;Venstre;1,6334055963;0.340086576869774;0.391377124020716;0.243313724143606;0.343963995287098
1184;20150313;Mand;71;70++ år;Hovedstaden;103;arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(V) Venstre;;Grundskole;Ingen;300.000-399.999 kr.;Venstre;1,9732991205;0.288710096354164;0.437435732392454;0.243021409084077;0.373927546698174
1186;20150313;Mand;71;70++ år;Sjælland;604;Ungdomsuddannelsen;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;300.000-399.999 kr.;Socialdemokraterne;1,4553247119;0.288710096354164;0.437435732392454;0.243021409084077;0.460554431480131
1188;20150313;Kvinde;39;30-39 år;Midtjylland;.;,p;Ved ikke;Ved ikke;Ved ikke;Husker ikke;Ved ikke;Ved ikke;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;;1,4485386699;0.459907480506354;0.2923214546353;0.24298189468546;0.266099030109249
1189;20150316;Kvinde;51;50-59 år;Midtjylland;103;Arbejdsløshed;Ved ikke;Ved ikke;Ved ikke;Stemte ikke;Vil ikke svare;;Grundskole;Ingen;Vil ikke oplyse;;2,0548030738;0.436274920916421;0.295625688689265;0.242875197703455;0.531241042516164
1190;20150313;Mand;44;40-49 år;Syddanmark;100;økonomien / abejdspladser;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;Alternativet;;Kort videregående 1-2 år;2 børn;700.000-799.999 kr.;Alternativet;0,3653285172;0.32529630476122;0.432711601094887;0.242683240988685;0.17683232904122
1193;20150313;Mand;70;70++ år;Hovedstaden;1910;retforbehold;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;300.000-399.999 kr.;Socialdemokraterne;1,4066132911;0.302300972352943;0.423997314700559;0.242540433361263;0.640213661294099
1196;20150313;Mand;70;70++ år;Nordjylland;.;Scoc;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;300.000-399.999 kr.;Socialdemokraterne;1,1993394146;0.302300972352943;0.423997314700559;0.242540433361263;0.390354788381816
1197;20150316;Mand;64;60-69 år;Syddanmark;900;indvandre;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,6099761349;0.374166964578286;0.357135548231668;0.242530962250571;0.538630229574956
1204;20150316;Mand;64;60-69 år;Midtjylland;1619;krigen i irak;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,6174995409;0.374166964578286;0.357135548231668;0.242530962250571;0.439223075894971
1211;20150314;Mand;52;50-59 år;Syddanmark;505;Løntrykkeri;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;500.000-599.999 kr.;Socialdemokraterne;0,8256888049;0.347552311271001;0.409630958403191;0.242494218398133;0.275179639586995
1219;20150315;Mand;57;50-59 år;Syddanmark;900;flygtninge;Venstre ledet regering;Venstre ledet regering;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;Dansk Folkeparti;0,7633836145;0.344732300785881;0.412389172681969;0.242214460358814;0.509591549181903
1222;20150313;Mand;66;60-69 år;Sjælland;1227;terror;Ved ikke;Ved ikke;Ved ikke;(A) Socialdemokraterne;Ved ikke;(A) Socialdemokraterne;Grundskole;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,8349273303;0.352419802832578;0.376826378375444;0.241987036590352;0.307760949747323
1223;20150316;Mand;67;60-69 år;Midtjylland;900;asylansøgere;Venstre ledet regering;Ved ikke;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,6174995409;0.34064477323638;0.387635026641474;0.241920286147227;0.487808983295666
1224;20150314;Kvinde;42;40-49 år;Hovedstaden;103;manglende arbejdspladser;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;200.000-299.999 kr.;Socialdemokraterne;1,2465543624;0.625074139698886;0.171956950736478;0.241810029624704;0.487980525076485
1226;20150313;Mand;49;40-49 år;Hovedstaden;1201;Europol, falske flygtninge, Vestlige ISIS-jihadister og arbejdsløshed.;Venstre ledet regering;Venstre ledet regering;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Kort videregående 1-2 år;2 børn;400.000-499.999 kr.;Dansk Folkeparti;0,3663121868;0.410325022199023;0.343908284345619;0.241801615589459;0.514197819472457
1230;20150313;Kvinde;45;40-49 år;Hovedstaden;1302;Stigende økonomisk skævhed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Kort videregående 1-2 år;Ingen;400.000-499.999 kr.;Socialdemokraterne;0,4788254204;0.503915563877473;0.263518917375825;0.241644684414041;0.218099982696453
1231;20150316;Kvinde;71;70++ år;Hovedstaden;900;indvandring;Venstre ledet regering;Ved ikke;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;200.000-299.999 kr.;Dansk Folkeparti;1,5716414661;0.52410177832288;0.218348412577162;0.241625766938053;0.290896674725822
1232;20150313;Kvinde;63;60-69 år;Nordjylland;.;ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Grundskole;Ingen;200.000-299.999 kr.;Enhedslisten;0,8613973390;0.628501323078873;0.161033077127614;0.241613171278599;0.296047472447527
1237;20150315;Kvinde;64;60-69 år;Hovedstaden;.;Ved ikke;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Grundskole;Ingen;200.000-299.999 kr.;Venstre;1,3681496935;0.618634742621077;0.166372139756165;0.241137239453911;0.283247608712888
1243;20150313;Mand;59;50-59 år;Hovedstaden;900;invrandring;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;Vil ikke oplyse;Dansk Folkeparti;1,2880626403;0.310865661710419;0.417050391589463;0.2408526105402;0.59134718923318
